case_id,witn_id,witness_statement
CASE268,WITN425,I verified the transaction details on the computer and noticed the funds were redirected to a private account.
CASE268,WITN396,I was present in the meeting when the accused promised a double return on investment within six months.
CASE268,WITN086,I was present in the meeting when the accused promised a double return on investment within six months.
CASE269,WITN363,I was standing near the tea shop and saw a man standing close to the two-wheeler for about ten minutes before he rode off on it.
CASE270,WITN374,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE270,WITN198,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE270,WITN185,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE270,WITN581,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE270,WITN314,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE271,WITN244,"The child was playing near the park gate, and a few minutes later, when I looked again, they were nowhere to be found."
CASE271,WITN580,"The individual left the office saying they would be back in an hour but did not return, and their phone was switched off."
CASE272,WITN267,"I helped the complainant examine their email log, and we noticed several phishing emails originating from an unknown domain."
CASE272,WITN007,"I helped the complainant examine their email log, and we noticed several phishing emails originating from an unknown domain."
CASE272,WITN087,I was present when the victim received the call from the person claiming to be a bank officer requesting the UPI PIN.
CASE273,WITN195,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE273,WITN458,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE273,WITN501,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE273,WITN083,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE274,WITN648,"I helped the complainant examine their email log, and we noticed several phishing emails originating from an unknown domain."
CASE275,WITN052,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE275,WITN053,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE275,WITN268,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE275,WITN094,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE275,WITN060,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE276,WITN022,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE276,WITN218,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE276,WITN222,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE276,WITN058,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE276,WITN105,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE277,WITN081,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE277,WITN606,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE277,WITN615,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE277,WITN571,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE277,WITN229,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE278,WITN557,"I saw the suspect running away from the location holding something wrapped in a cloth, looking extremely nervous."
CASE278,WITN515,"I saw the suspect running away from the location holding something wrapped in a cloth, looking extremely nervous."
CASE278,WITN442,I noticed a suspicious person loitering near the spot around the time the incident is alleged to have occurred.
CASE278,WITN614,"I saw the suspect running away from the location holding something wrapped in a cloth, looking extremely nervous."
CASE279,WITN542,"The individual left the office saying they would be back in an hour but did not return, and their phone was switched off."
CASE279,WITN505,"The child was playing near the park gate, and a few minutes later, when I looked again, they were nowhere to be found."
CASE280,WITN264,"A heated argument over parking escalated quickly, and I saw the accused strike the victim with a wooden stick."
CASE280,WITN114,"A heated argument over parking escalated quickly, and I saw the accused strike the victim with a wooden stick."
CASE280,WITN626,I heard a commotion and rushed out to see the victim bleeding from his forehead while the suspect fled the scene.
CASE281,WITN042,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE282,WITN030,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE282,WITN619,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE282,WITN401,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE282,WITN225,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE283,WITN148,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE283,WITN592,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE284,WITN003,"The victim came to my house crying and showed me bruises on her arms, stating she had been beaten."
CASE285,WITN446,"I helped the complainant examine their email log, and we noticed several phishing emails originating from an unknown domain."
CASE286,WITN337,I was present in the meeting when the accused promised a double return on investment within six months.
CASE286,WITN399,I was present in the meeting when the accused promised a double return on investment within six months.
CASE286,WITN017,The complainant told me that the agent took cash for registration and stopped responding to calls thereafter.
CASE287,WITN555,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE287,WITN566,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE288,WITN286,I was standing near the tea shop and saw a man standing close to the two-wheeler for about ten minutes before he rode off on it.
CASE288,WITN290,"I was parked nearby and noticed a person in a dark jacket tampering with the lock of the vehicle, but I thought it belonged to them."
CASE289,WITN055,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE289,WITN342,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE290,WITN098,I heard a vehicle ignition start suddenly and saw it being driven away in a very rash manner towards the main crossing.
CASE290,WITN596,I heard a vehicle ignition start suddenly and saw it being driven away in a very rash manner towards the main crossing.
CASE290,WITN099,"I was parked nearby and noticed a person in a dark jacket tampering with the lock of the vehicle, but I thought it belonged to them."
CASE291,WITN122,I heard a vehicle ignition start suddenly and saw it being driven away in a very rash manner towards the main crossing.
CASE291,WITN166,I was standing near the tea shop and saw a man standing close to the two-wheeler for about ten minutes before he rode off on it.
CASE292,WITN141,I was standing near the tea shop and saw a man standing close to the two-wheeler for about ten minutes before he rode off on it.
CASE293,WITN237,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE293,WITN078,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE294,WITN101,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE294,WITN205,I heard a loud noise and saw some people running away from the scene in a state of panic.
CASE294,WITN379,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE294,WITN208,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE295,WITN353,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE295,WITN035,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE295,WITN400,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
CASE295,WITN280,I was near the spot and saw the police team arriving to investigate and seal the area.
CASE296,WITN183,I was present when the victim received the call from the person claiming to be a bank officer requesting the UPI PIN.
CASE297,WITN370,I verified the transaction details on the computer and noticed the funds were redirected to a private account.
CASE297,WITN064,The complainant told me that the agent took cash for registration and stopped responding to calls thereafter.
CASE298,WITN294,I heard a vehicle ignition start suddenly and saw it being driven away in a very rash manner towards the main crossing.
CASE299,WITN161,I was present when the victim received the call from the person claiming to be a bank officer requesting the UPI PIN.
CASE299,WITN486,"The victim showed me the fraudulent SMS warning them about their bank account closure, which prompted them to click the link."
CASE299,WITN333,I was present when the victim received the call from the person claiming to be a bank officer requesting the UPI PIN.
CASE300,WITN153,I saw a crowd gathered at the location and heard people talking about a crime that had just occurred.
