evidence_id,case_id,evidence_type,description,seizure_date
EVID0515,CASE153,Broken Glass,Broken glass shards collected for forensic examination.,2025-10-03 13:48:41
EVID0516,CASE154,Broken Glass,Broken glass shards collected for forensic examination.,2026-03-23 02:46:29
EVID0517,CASE155,CCTV Footage,CCTV footage recorded at the crime scene near Shanti Nagar Highway location showing the suspect's possession.,2026-03-05 23:07:19
EVID0518,CASE155,Fingerprints,Latent fingerprints lifted from the crime scene near Shanti Nagar Highway environment.,2026-02-24 06:44:46
EVID0519,CASE155,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-02-27 14:44:58
EVID0520,CASE156,Wallet,Wallet recovered from the crime scene near Srirampura Club Road containing identity cards.,2026-04-15 10:58:15
EVID0521,CASE156,Mobile Phone,Seized phone containing suspicious communications.,2026-04-07 14:01:04
EVID0522,CASE156,Hard Disk,Hard drive containing files and data log information.,2026-04-14 16:49:22
EVID0523,CASE156,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-04-10 07:46:17
EVID0524,CASE157,Laptop,Personal laptop containing document files related to the case.,2026-01-25 00:13:22
EVID0525,CASE157,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-01-22 23:29:33
EVID0526,CASE158,Threat Letter,Threat letter written by the accused received by the victim.,2026-03-03 07:07:38
EVID0527,CASE158,Hard Disk,Hard drive containing files and data log information.,2026-03-05 02:54:02
EVID0528,CASE158,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-03-01 09:32:14
EVID0529,CASE159,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-05-15 07:09:08
EVID0530,CASE159,Fingerprints,Latent fingerprints lifted from the crime scene near Siddhartha Layout Lane environment.,2025-05-16 03:45:25
EVID0531,CASE160,Blood Sample,Blood spatter samples collected from the scene of the incident.,2025-05-27 10:03:47
EVID0532,CASE160,Clothing,Stained clothing of the victim containing forensic trace material.,2025-05-25 23:42:36
EVID0533,CASE160,DNA Sample,Biological DNA samples extracted from the crime scene near Bannimantap 2th Ring Road.,2025-06-01 19:24:51
EVID0534,CASE160,Weapon of Offence,"Weapon used in the crime (e.g. knife, rod) recovered near the scene.",2025-05-24 03:36:00
EVID0535,CASE161,Wallet,Wallet recovered from the crime scene near Vijayanagar Bypass Road containing identity cards.,2025-10-30 00:01:47
EVID0536,CASE161,SIM Card,SIM card recovered from the suspect's possession's device.,2025-10-28 13:08:51
EVID0537,CASE161,Threat Letter,Threat letter written by the accused received by the victim.,2025-10-28 18:57:19
EVID0538,CASE161,Mobile Phone,Seized phone containing suspicious communications.,2025-10-30 20:16:40
EVID0539,CASE161,Broken Glass,Broken glass shards collected for forensic examination.,2025-10-26 18:21:33
EVID0540,CASE162,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-11-20 04:56:37
EVID0541,CASE162,IP Address Log,Access logs showing logins to the target banking portal.,2025-11-18 07:16:59
EVID0542,CASE163,Mobile Phone,Seized phone containing suspicious communications.,2025-05-05 12:09:45
EVID0543,CASE163,Threat Letter,Threat letter written by the accused received by the victim.,2025-05-10 09:03:48
EVID0544,CASE163,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near BTM Layout 80 Feet Road.,2025-05-10 19:10:05
EVID0545,CASE163,Broken Glass,Broken glass shards collected for forensic examination.,2025-05-07 03:54:43
EVID0546,CASE163,SIM Card,SIM card recovered from the suspect's possession's device.,2025-05-07 11:12:27
EVID0547,CASE164,Hard Disk,Hard drive containing files and data log information.,2026-02-06 18:01:27
EVID0548,CASE164,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-02-03 14:52:37
EVID0549,CASE164,Mobile Phone,Seized phone containing suspicious communications.,2026-01-30 03:26:28
EVID0550,CASE164,Broken Glass,Broken glass shards collected for forensic examination.,2026-02-08 13:14:17
EVID0551,CASE165,Broken Glass,Broken glass shards collected for forensic examination.,2026-05-14 23:47:27
EVID0552,CASE165,SIM Card,SIM card recovered from the suspect's possession's device.,2026-05-10 17:01:33
EVID0553,CASE165,Wallet,Wallet recovered from the crime scene near Velankani Drive containing identity cards.,2026-05-10 08:34:46
EVID0554,CASE165,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-05-16 21:44:31
EVID0555,CASE165,Mobile Phone,Seized phone containing suspicious communications.,2026-05-12 09:36:55
EVID0556,CASE166,Mobile Phone,Seized phone containing suspicious communications.,2025-07-29 17:08:20
EVID0557,CASE166,Laptop,Personal laptop containing document files related to the case.,2025-08-03 02:18:51
EVID0558,CASE166,Hard Disk,Hard drive containing files and data log information.,2025-07-29 20:12:28
EVID0559,CASE166,Broken Glass,Broken glass shards collected for forensic examination.,2025-07-28 22:13:21
EVID0560,CASE167,IP Address Log,IP address access log associated with the fraud transaction.,2026-06-24 14:56:05
EVID0561,CASE167,Email Records,Email threads between the complainant and the fraudulent sender.,2026-06-21 13:04:19
EVID0562,CASE167,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2026-06-26 00:47:11
EVID0563,CASE167,UPI Transaction Log,Official transaction statements from UPI bank records.,2026-06-20 03:21:33
EVID0564,CASE167,Hard Disk,Hard drive containing files and data log information.,2026-06-17 13:26:34
EVID0565,CASE168,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2025-01-13 00:48:27
EVID0566,CASE168,IP Address Log,Access logs showing logins to the target banking portal.,2025-01-11 20:22:55
EVID0567,CASE168,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-01-08 06:47:07
EVID0568,CASE168,Email Records,Phishing or fraudulent email communications retrieved.,2025-01-15 13:54:53
EVID0569,CASE168,Broken Glass,Broken glass shards collected for forensic examination.,2025-01-09 06:30:34
EVID0570,CASE169,CCTV Footage,CCTV footage recorded at the crime scene near Chamrajpet Cross Road location showing the suspect's possession.,2025-01-22 05:28:53
EVID0571,CASE169,Fingerprints,Latent fingerprints lifted from the crime scene near Chamrajpet Cross Road environment.,2025-01-21 13:09:54
EVID0572,CASE170,UPI Transaction Log,Official transaction statements from UPI bank records.,2026-01-27 22:48:14
EVID0573,CASE170,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2026-01-31 08:55:03
EVID0574,CASE170,IP Address Log,IP address access log associated with the fraud transaction.,2026-01-31 00:40:28
EVID0575,CASE170,Email Records,Email threads between the complainant and the fraudulent sender.,2026-01-30 10:16:40
EVID0576,CASE170,Threat Letter,Threat letter written by the accused received by the victim.,2026-01-27 06:56:52
EVID0577,CASE171,SIM Card,SIM card recovered from the suspect's possession's device.,2025-06-12 18:01:32
EVID0578,CASE171,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-06-17 20:02:46
EVID0579,CASE171,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near JP Nagar 7th Phase Link Road.,2025-06-17 23:06:06
EVID0580,CASE172,SIM Card,SIM card recovered from the suspect's possession's device.,2026-06-06 11:06:21
EVID0581,CASE172,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-06-05 23:37:26
EVID0582,CASE172,Broken Glass,Broken glass shards collected for forensic examination.,2026-06-10 04:32:23
EVID0583,CASE173,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-08-07 02:19:44
EVID0584,CASE173,Fingerprints,Latent fingerprints lifted from the crime scene near Vidyapeetha Circle Link Road environment.,2025-08-07 12:07:10
EVID0585,CASE173,CCTV Footage,CCTV footage recorded at the crime scene near Vidyapeetha Circle Link Road location showing the suspect's possession.,2025-08-08 00:04:14
EVID0586,CASE173,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-08-10 05:37:28
EVID0587,CASE173,SIM Card,SIM card recovered from the suspect's possession's device.,2025-08-06 16:17:16
EVID0588,CASE174,Mobile Phone,Seized phone containing suspicious communications.,2025-07-29 15:17:46
EVID0589,CASE174,Laptop,Personal laptop containing document files related to the case.,2025-08-06 09:47:38
EVID0590,CASE174,Broken Glass,Broken glass shards collected for forensic examination.,2025-07-29 17:21:58
EVID0591,CASE174,Hard Disk,Hard drive containing files and data log information.,2025-07-28 19:47:36
EVID0592,CASE174,Wallet,Wallet recovered from the crime scene near Kadri Highway containing identity cards.,2025-07-29 00:30:27
EVID0593,CASE175,Mobile Phone,Seized phone containing suspicious communications.,2025-07-01 08:41:16
EVID0594,CASE175,Laptop,Personal laptop containing document files related to the case.,2025-07-01 17:17:52
EVID0595,CASE175,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-07-03 12:47:35
EVID0596,CASE175,Broken Glass,Broken glass shards collected for forensic examination.,2025-06-25 17:17:37
EVID0597,CASE175,Hard Disk,Hard drive containing files and data log information.,2025-07-02 08:07:43
EVID0598,CASE176,Email Records,Phishing or fraudulent email communications retrieved.,2025-04-18 10:00:25
EVID0599,CASE176,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-04-20 11:18:05
EVID0600,CASE176,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2025-04-17 07:12:13
EVID0601,CASE176,IP Address Log,Access logs showing logins to the target banking portal.,2025-04-18 07:48:16
EVID0602,CASE177,Mobile Phone,Seized phone containing suspicious communications.,2026-06-16 23:02:57
EVID0603,CASE177,Laptop,Personal laptop containing document files related to the case.,2026-06-12 07:16:28
EVID0604,CASE177,Broken Glass,Broken glass shards collected for forensic examination.,2026-06-15 04:29:54
EVID0605,CASE177,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-06-16 13:36:15
EVID0606,CASE178,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Harlur Road Lane.,2026-02-25 11:48:40
EVID0607,CASE178,Hard Disk,Hard drive containing files and data log information.,2026-02-28 19:35:03
EVID0608,CASE178,Threat Letter,Threat letter written by the accused received by the victim.,2026-03-02 18:55:48
EVID0609,CASE178,Broken Glass,Broken glass shards collected for forensic examination.,2026-02-25 18:14:09
EVID0610,CASE178,SIM Card,SIM card recovered from the suspect's possession's device.,2026-02-24 23:09:58
EVID0611,CASE179,Hard Disk,Hard drive containing files and data log information.,2025-03-22 06:39:02
EVID0612,CASE180,Transaction Receipt,Receipt showing transactions related to the fraud.,2026-02-24 01:17:35
EVID0613,CASE180,IP Address Log,Access logs showing logins to the target banking portal.,2026-02-19 12:41:22
EVID0614,CASE180,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2026-02-23 12:26:20
EVID0615,CASE181,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-02-25 19:18:34
EVID0616,CASE181,Fingerprints,Latent fingerprints lifted from the crime scene near Chamrajpet Cross Road environment.,2025-02-23 19:25:46
EVID0617,CASE181,CCTV Footage,CCTV footage recorded at the crime scene near Chamrajpet Cross Road location showing the suspect's possession.,2025-02-21 17:43:58
EVID0618,CASE181,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-02-28 00:30:31
EVID0619,CASE182,Broken Glass,Broken glass shards collected for forensic examination.,2025-10-07 01:30:34
EVID0620,CASE182,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Tilakwadi 1th Church Road.,2025-10-11 05:28:57
EVID0621,CASE182,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-10-02 14:17:44
EVID0622,CASE182,Mobile Phone,Seized phone containing suspicious communications.,2025-10-02 06:45:34
EVID0623,CASE182,Hard Disk,Hard drive containing files and data log information.,2025-10-02 00:28:46
EVID0624,CASE183,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-04-10 20:32:25
EVID0625,CASE183,Mobile Phone,Seized phone containing suspicious communications.,2026-04-16 17:48:53
EVID0626,CASE184,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-04-17 17:38:25
EVID0627,CASE184,Hard Disk,Hard drive containing files and data log information.,2026-04-20 20:25:43
EVID0628,CASE185,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2025-08-15 01:34:00
EVID0629,CASE185,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-08-15 21:42:40
EVID0630,CASE185,Email Records,Phishing or fraudulent email communications retrieved.,2025-08-10 06:40:39
EVID0631,CASE185,IP Address Log,Access logs showing logins to the target banking portal.,2025-08-10 09:32:33
EVID0632,CASE185,Mobile Phone,Seized phone containing suspicious communications.,2025-08-11 14:48:07
EVID0633,CASE186,Email Records,Email threads between the complainant and the fraudulent sender.,2025-09-26 19:37:26
EVID0634,CASE186,IP Address Log,IP address access log associated with the fraud transaction.,2025-09-25 16:00:27
EVID0635,CASE187,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-09-14 16:12:00
EVID0636,CASE187,IP Address Log,IP address access log associated with the fraud transaction.,2025-09-13 00:57:36
EVID0637,CASE187,Email Records,Email threads between the complainant and the fraudulent sender.,2025-09-16 20:20:16
EVID0638,CASE187,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-09-12 23:17:18
EVID0639,CASE188,Email Records,Email threads between the complainant and the fraudulent sender.,2025-05-25 20:19:51
EVID0640,CASE188,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-05-24 00:24:02
EVID0641,CASE188,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-05-30 05:41:01
EVID0642,CASE188,IP Address Log,IP address access log associated with the fraud transaction.,2025-05-30 02:06:26
EVID0643,CASE189,Laptop,Personal laptop containing document files related to the case.,2026-03-21 08:48:26
EVID0644,CASE189,Hard Disk,Hard drive containing files and data log information.,2026-03-13 17:36:35
EVID0645,CASE189,Broken Glass,Broken glass shards collected for forensic examination.,2026-03-17 13:23:02
EVID0646,CASE189,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Siddhartha Layout Lane.,2026-03-16 17:11:54
EVID0647,CASE189,Wallet,Wallet recovered from the crime scene near Siddhartha Layout Lane containing identity cards.,2026-03-15 08:06:23
EVID0648,CASE190,Fingerprints,Latent fingerprints lifted from the crime scene near Urwa 3th Highway environment.,2026-05-05 14:14:16
EVID0649,CASE190,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-05-07 13:57:56
EVID0650,CASE190,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-05-12 03:49:07
EVID0651,CASE190,CCTV Footage,CCTV footage recorded at the crime scene near Urwa 3th Highway location showing the suspect's possession.,2026-05-05 21:27:10
EVID0652,CASE190,Mobile Phone,Seized phone containing suspicious communications.,2026-05-07 19:34:26
EVID0653,CASE191,Mobile Phone,Seized phone containing suspicious communications.,2025-01-20 03:15:38
EVID0654,CASE191,SIM Card,SIM card recovered from the suspect's possession's device.,2025-01-21 21:26:48
EVID0655,CASE192,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-12-13 00:11:49
EVID0656,CASE192,Fingerprints,Latent fingerprints lifted from the crime scene near Bagalur Main Road environment.,2025-12-15 00:25:10
EVID0657,CASE192,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-12-13 16:59:51
EVID0658,CASE193,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-05-27 03:43:46
EVID0659,CASE193,CCTV Footage,CCTV footage recorded at the crime scene near Gandhi Nagar Dharwad Bazaar Street location showing the suspect's possession.,2026-06-01 20:50:57
EVID0660,CASE194,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-04-18 08:53:09
EVID0661,CASE194,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-04-19 05:29:43
EVID0662,CASE195,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Nazarbad Bypass Road.,2025-07-01 12:11:38
EVID0663,CASE195,Threat Letter,Threat letter written by the accused received by the victim.,2025-07-01 21:10:27
EVID0664,CASE195,Mobile Phone,Seized phone containing suspicious communications.,2025-07-01 06:12:26
EVID0665,CASE196,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-05-13 00:57:13
EVID0666,CASE196,Fingerprints,Latent fingerprints lifted from the crime scene near Sadashivanagar Temple Road environment.,2026-05-17 00:38:31
EVID0667,CASE196,CCTV Footage,CCTV footage recorded at the crime scene near Sadashivanagar Temple Road location showing the suspect's possession.,2026-05-20 23:08:05
EVID0668,CASE196,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-05-15 06:53:42
EVID0669,CASE196,Mobile Phone,Seized phone containing suspicious communications.,2026-05-15 09:25:53
EVID0670,CASE197,Threat Letter,Threat letter written by the accused received by the victim.,2026-05-28 17:14:54
EVID0671,CASE197,SIM Card,SIM card recovered from the suspect's possession's device.,2026-06-04 21:32:35
EVID0672,CASE197,Wallet,Wallet recovered from the crime scene near Electronic City Flyover Road containing identity cards.,2026-06-01 10:15:13
EVID0673,CASE198,Fingerprints,Latent fingerprints lifted from the crime scene near Kadri Highway environment.,2026-05-12 20:26:13
EVID0674,CASE198,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-05-12 03:40:46
EVID0675,CASE198,CCTV Footage,CCTV footage recorded at the crime scene near Kadri Highway location showing the suspect's possession.,2026-05-09 07:37:42
EVID0676,CASE198,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-05-10 14:38:03
EVID0677,CASE199,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-10-20 16:43:27
EVID0678,CASE199,Mobile Phone,Seized phone containing suspicious communications.,2025-10-15 08:37:49
EVID0679,CASE200,UPI Transaction Log,Official transaction statements from UPI bank records.,2026-04-10 05:09:21
EVID0680,CASE200,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2026-04-05 23:44:38
EVID0681,CASE200,IP Address Log,IP address access log associated with the fraud transaction.,2026-04-10 14:29:21
EVID0682,CASE200,Email Records,Email threads between the complainant and the fraudulent sender.,2026-04-04 21:58:02
EVID0683,CASE200,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-04-03 11:08:59
EVID0684,CASE201,Email Records,Phishing or fraudulent email communications retrieved.,2026-05-16 03:24:26
EVID0685,CASE201,Transaction Receipt,Receipt showing transactions related to the fraud.,2026-05-18 04:32:52
EVID0686,CASE201,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2026-05-18 05:29:42
EVID0687,CASE202,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-12-20 17:45:28
EVID0688,CASE202,Email Records,Email threads between the complainant and the fraudulent sender.,2025-12-25 10:16:17
EVID0689,CASE203,Threat Letter,Threat letter written by the accused received by the victim.,2026-02-25 21:53:05
EVID0690,CASE203,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Koramangala Valley Road.,2026-02-19 05:40:48
EVID0691,CASE204,Hard Disk,Hard drive containing files and data log information.,2025-06-20 06:29:08
EVID0692,CASE204,Wallet,Wallet recovered from the crime scene near Velankani Drive containing identity cards.,2025-06-26 21:33:31
EVID0693,CASE204,Mobile Phone,Seized phone containing suspicious communications.,2025-06-19 17:21:37
EVID0694,CASE204,SIM Card,SIM card recovered from the suspect's possession's device.,2025-06-26 17:24:05
EVID0695,CASE204,Broken Glass,Broken glass shards collected for forensic examination.,2025-06-21 05:40:47
EVID0696,CASE205,Broken Glass,Broken glass shards collected for forensic examination.,2025-02-01 17:58:13
EVID0697,CASE205,Threat Letter,Threat letter written by the accused received by the victim.,2025-01-29 17:43:58
EVID0698,CASE205,Wallet,Wallet recovered from the crime scene near Kadirenahalli 2th Cross Road containing identity cards.,2025-02-01 13:24:55
EVID0699,CASE205,Hard Disk,Hard drive containing files and data log information.,2025-02-04 03:54:30
EVID0700,CASE205,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Kadirenahalli 2th Cross Road.,2025-01-27 12:04:38
EVID0701,CASE206,CCTV Footage,CCTV footage recorded at the crime scene near Surathkal Cross Road location showing the suspect's possession.,2026-03-28 06:48:11
EVID0702,CASE206,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-03-31 06:07:38
EVID0703,CASE206,Fingerprints,Latent fingerprints lifted from the crime scene near Surathkal Cross Road environment.,2026-04-03 10:42:47
EVID0704,CASE206,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-04-05 20:29:49
EVID0705,CASE206,Mobile Phone,Seized phone containing suspicious communications.,2026-04-05 03:00:06
EVID0706,CASE207,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-08-21 15:56:08
EVID0707,CASE207,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-08-19 04:35:43
EVID0708,CASE207,Fingerprints,Latent fingerprints lifted from the crime scene near Ejipura 2th Highway environment.,2025-08-14 03:23:51
EVID0709,CASE207,CCTV Footage,CCTV footage recorded at the crime scene near Ejipura 2th Highway location showing the suspect's possession.,2025-08-21 08:33:21
EVID0710,CASE207,Hard Disk,Hard drive containing files and data log information.,2025-08-20 19:24:43
EVID0711,CASE208,Hard Disk,Hard drive containing files and data log information.,2026-02-10 06:34:29
EVID0712,CASE208,SIM Card,SIM card recovered from the suspect's possession's device.,2026-02-08 07:15:21
EVID0713,CASE209,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-06-10 20:30:19
EVID0714,CASE209,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Kammasandra Temple Road.,2026-06-04 10:19:54
EVID0715,CASE209,Hard Disk,Hard drive containing files and data log information.,2026-06-10 08:11:03
EVID0716,CASE210,IP Address Log,Access logs showing logins to the target banking portal.,2025-03-12 21:42:38
EVID0717,CASE210,Email Records,Phishing or fraudulent email communications retrieved.,2025-03-08 03:10:28
EVID0718,CASE210,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-03-08 20:41:18
EVID0719,CASE211,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-02-26 05:00:11
EVID0720,CASE211,IP Address Log,IP address access log associated with the fraud transaction.,2025-03-05 10:20:39
EVID0721,CASE211,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-03-03 03:02:06
EVID0722,CASE211,Email Records,Email threads between the complainant and the fraudulent sender.,2025-03-03 10:12:32
EVID0723,CASE211,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-03-07 00:22:48
EVID0724,CASE212,Mobile Phone,Seized phone containing suspicious communications.,2025-11-13 18:49:57
EVID0725,CASE212,Broken Glass,Broken glass shards collected for forensic examination.,2025-11-15 15:33:48
EVID0726,CASE212,Laptop,Personal laptop containing document files related to the case.,2025-11-13 20:04:18
EVID0727,CASE212,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Surathkal Cross Road.,2025-11-15 09:05:11
EVID0728,CASE212,Wallet,Wallet recovered from the crime scene near Surathkal Cross Road containing identity cards.,2025-11-14 09:25:25
EVID0729,CASE213,IP Address Log,IP address access log associated with the fraud transaction.,2025-01-09 05:02:26
EVID0730,CASE213,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-01-12 08:20:26
EVID0731,CASE214,Laptop,Personal laptop containing document files related to the case.,2026-03-06 14:52:31
EVID0732,CASE214,Hard Disk,Hard drive containing files and data log information.,2026-03-08 14:39:10
EVID0733,CASE214,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-03-03 16:47:00
EVID0734,CASE214,SIM Card,SIM card recovered from the suspect's possession's device.,2026-03-08 09:35:44
EVID0735,CASE215,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-03-26 03:36:42
EVID0736,CASE215,Laptop,Personal laptop containing document files related to the case.,2025-03-23 09:52:13
EVID0737,CASE216,Laptop,Personal laptop containing document files related to the case.,2025-02-21 11:38:32
EVID0738,CASE216,Mobile Phone,Seized phone containing suspicious communications.,2025-03-02 01:07:05
EVID0739,CASE216,Wallet,Wallet recovered from the crime scene near Langford Town Bazaar Street containing identity cards.,2025-02-22 14:45:45
EVID0740,CASE216,Hard Disk,Hard drive containing files and data log information.,2025-02-26 09:24:23
EVID0741,CASE216,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Langford Town Bazaar Street.,2025-02-27 03:56:57
EVID0742,CASE217,CCTV Footage,CCTV footage recorded at the crime scene near Saraswatpur Dharwad Cross Road location showing the suspect's possession.,2025-11-24 09:30:27
EVID0743,CASE217,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-11-21 21:14:40
EVID0744,CASE218,Fingerprints,Latent fingerprints lifted from the crime scene near Kumaraswamy Layout Station Road environment.,2026-05-10 13:32:23
EVID0745,CASE218,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-05-04 18:15:06
EVID0746,CASE218,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-05-07 07:21:17
EVID0747,CASE218,CCTV Footage,CCTV footage recorded at the crime scene near Kumaraswamy Layout Station Road location showing the suspect's possession.,2026-05-13 17:40:48
EVID0748,CASE219,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near JP Nagar Mysuru Ring Road.,2025-11-08 05:39:34
EVID0749,CASE219,Laptop,Personal laptop containing document files related to the case.,2025-11-08 03:01:29
EVID0750,CASE220,Wallet,Wallet recovered from the crime scene near Gottigere Cross Road containing identity cards.,2025-05-24 08:05:12
EVID0751,CASE220,Broken Glass,Broken glass shards collected for forensic examination.,2025-05-21 03:30:24
EVID0752,CASE221,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-07-26 10:48:46
EVID0753,CASE221,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-08-02 05:54:27
EVID0754,CASE221,Email Records,Email threads between the complainant and the fraudulent sender.,2025-07-25 12:28:50
EVID0755,CASE222,Transaction Receipt,Receipt showing transactions related to the fraud.,2026-01-27 01:46:12
EVID0756,CASE222,Email Records,Phishing or fraudulent email communications retrieved.,2026-01-24 22:42:25
EVID0757,CASE222,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2026-01-22 14:39:06
EVID0758,CASE222,IP Address Log,Access logs showing logins to the target banking portal.,2026-01-28 03:26:18
EVID0759,CASE223,Threat Letter,Threat letter written by the accused received by the victim.,2026-02-21 11:19:40
EVID0760,CASE223,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Surathkal Cross Road.,2026-02-24 10:20:25
EVID0761,CASE223,SIM Card,SIM card recovered from the suspect's possession's device.,2026-02-23 21:41:47
EVID0762,CASE223,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-02-24 08:45:38
EVID0763,CASE224,Email Records,Email threads between the complainant and the fraudulent sender.,2025-01-04 18:54:28
EVID0764,CASE224,IP Address Log,IP address access log associated with the fraud transaction.,2025-01-04 11:25:47
EVID0765,CASE224,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-01-06 10:27:16
EVID0766,CASE224,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-01-04 21:33:43
EVID0767,CASE225,Clothing,Stained clothing of the victim containing forensic trace material.,2025-06-11 13:02:36
EVID0768,CASE225,Weapon of Offence,"Weapon used in the crime (e.g. knife, rod) recovered near the scene.",2025-06-04 23:33:43
EVID0769,CASE225,Blood Sample,Blood spatter samples collected from the scene of the incident.,2025-06-12 01:52:01
EVID0770,CASE225,DNA Sample,Biological DNA samples extracted from the crime scene near Wilson Garden Bazaar Street.,2025-06-05 09:08:16
EVID0771,CASE226,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-11-15 00:24:07
EVID0772,CASE226,Threat Letter,Threat letter written by the accused received by the victim.,2025-11-17 21:32:31
EVID0773,CASE226,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Peenya Temple Road.,2025-11-20 21:01:31
EVID0774,CASE227,Broken Glass,Broken glass shards collected for forensic examination.,2025-11-28 00:22:40
EVID0775,CASE227,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-12-03 01:08:37
